Nordland;Hattfjelldal;Kvigtinden,Voenjelensnjurhtjie;1699,27
Nordland;Hemnes;Oksskolten;1915,49
Nordland;Herøy;Vardøyfjellet;118,91
Nordland;Leirfjord;Nordtoven;994,5
Nordland;Lurøy;Strandtindan;1173,54
Nordland;Lødingen;Møysalen;1264,1
Nordland;Meløy;Skjelåtinden;1636,53
Nordland;Moskenes;Hermannsdalstinden;1029
Nordland;Narvik;Storsteinsfjellet,Sealggajiekŋa;1893,34
Nordland;Nesna;Tomskjevelen;921,71
Nordland;Rana;Snøtinden;1594,51
Nordland;Rødøy;Steintinden;1533,53
Nordland;Røst;Storfjellet;259,3
Nordland;Saltdal;Nordre Saulo,Nuorttasávllo;1768,19
Nordland;Sortland;Møysalen;1264,1
Nordland;Steigen;Helldalisen;1352
Nordland;Sømna;Lysingen;648,15
Nordland;Sørfold;Riksrøys nr. 240A Ålmajalorøysa;1663,1
Nordland;Træna;Trænstaven;336,69
Nordland;Vefsn;Geittinden,Gaajssnjurhtjie;1556,4
Nordland;Vega;Trollvasstinden;800,59
Nordland;Vestvågøy;Himmeltindan;962
Nordland;Vevelstad;Vistkjerringa,Væstangåmma;1239,85
Nordland;Værøy;Nordlandsnupen;450,44
Nordland;Vågan;Higravtindan;1146,88
Nordland;Øksnes;Snøkolla;762,76
Oslo;Oslo;Kjerkeberget;630,85
Rogaland;Bjerkreim;Vinjakula;907,15
Rogaland;Bokn;Boknafjellet;293,4
Rogaland;Eigersund;Store Skykula;905,82
Rogaland;Gjesdal;Strålaus;1141,63
Rogaland;Haugesund;Klauv;245,83
Rogaland;Hjelmeland;Stora Blåfjell;1253,85
Rogaland;Hå;Brusaknuden;416
Rogaland;Karmøy;Dyrafjellet;171,48
Rogaland;Klepp;Tinghaug;102,17
Rogaland;Kvitsøy;Eime;28,36
Rogaland;Lund;Lindtjørnsknuten;730,9
Rogaland;Randaberg;Signalhaugen;75,15
Rogaland;Sandnes;Lysekammen;1304,19
Rogaland;Sauda;Kyrkjenuten;1601,78
Rogaland;Sokndal;Solliknuden;620,23
Rogaland;Sola;Kjerrberget;101,49
Rogaland;Stavanger;Bandåsen;513,89
Rogaland;Strand;Heiahornet;775,5
Rogaland;Suldal;Vassdalseggi;1658,17
Rogaland;Time;Brusaknuden;430,26
Rogaland;Tysvær;Lammanuten;630,83
Rogaland;Utsira;Arasetet;70,7
Rogaland;Vindafjord;Bjørndalsnuten sv;1015,5
Troms og Finnmark;Alta;Store Haldi;1149,08
Troms og Finnmark;Balsfjord;Vassdalsfjellet;1587
Troms og Finnmark;Bardu;Rohkunborri,Bihppáš;1659,01
Troms og Finnmark;Berlevåg;Hakŋalančearru,Hanglefjellet;619,13
Troms og Finnmark;Båtsfjord;Skipskjølen,Bealjáidčearru;633,85
Troms og Finnmark;Tana;Rásttigáisá;1066,78
Troms og Finnmark;Dyrøy;Løksetinden,Leakšogáisá;1239,52
Troms og Finnmark;Kåfjord;Iisavárri,Isfjellet;1375,41
Troms og Finnmark;Gamvik;Duolbagáisá;672,3
Troms og Finnmark;Gratangen;Leigastinden,Leaiggasoaivi;1331,92
Troms og Finnmark;Kautokeino;Mollejus;973,92
Troms og Finnmark;Hammerfest;Seilandstuva;1078,35
Troms og Finnmark;Harstad;Sætertinden;1094,74
Troms og Finnmark;Hasvik;Kjerringa;958,7
Troms og Finnmark;Ibestad;Langlitinden;1275,95
Troms og Finnmark;Karasjok;Vuorji;1024,01
Troms og Finnmark;Karlsøy;Soltindan;1049,29
Troms og Finnmark;Kvæfjord;Reinspælen,Tverrelvtinden;1118
Troms og Finnmark;Kvænangen;Beahcegealháldi;1323,96
Troms og Finnmark;Lavangen;Ruŋgugáisá,Spanstinden;1457,19
Troms og Finnmark;Lebesby;Rásttigáisá;1066,78
Troms og Finnmark;Loppa;Øksfjordjøkelen,Ákšovuonjiehkki;1191
Troms og Finnmark;Lyngen;Jiehkkevárri;1834
Troms og Finnmark;Målselv;Njunis;1717,11
Troms og Finnmark;Måsøy;Gárdevárri;633,73
Troms og Finnmark;Nordkapp;Savzavárri;578
Troms og Finnmark;Nordreisa;Ráisduottarháldi;1361,38
Troms og Finnmark;Porsanger;Čohkkarášša;1138,89
Troms og Finnmark;Salangen;Hjerttinden,Basečohkka;1380,99
Troms og Finnmark;Senja;Vassbruntinden;1202,76
Troms og Finnmark;Skjervøy;Store Kågtinden;1229,67
Troms og Finnmark;Tjeldsund;Skittendalstinden,Nástečohkka;1305,9
Troms og Finnmark;Storfjord;Vassdalsfjellet;1587
Troms og Finnmark;Sørreisa;Hjerttinden,Basečohkka;1380,99
Troms og Finnmark;Sør-Varanger;Báhttervárri,Gáranasčohkka;497,08
Troms og Finnmark;Tromsø;Jiehkkevárri;1834
Troms og Finnmark;Nesseby;Govdoaivi,Midthaugen;520
Troms og Finnmark;Vadsø;Skipskjølen,Bealjáidčearru;633,85
Troms og Finnmark;Vardø;Grythaugen,Stuorra Ruitu;492,44
Trøndelag;Flatanger;Beingårdsheia;612
Trøndelag;Frosta;Storheia;368,1
Trøndelag;Frøya;Besselvassheia;76
Trøndelag;Grong;Heimdalhaugen,Aajmehtaelie;1158,85
Trøndelag;Heim;Ruten;1040,16
Trøndelag;Hitra;Vingfjellet;525,68
Trøndelag;Holtålen;Forollhogna;1332,02
Trøndelag;Høylandet;Nonsfjellet,Joevejællatjahke;927,06
Trøndelag;Inderøy;Storknuken;502,76
Trøndelag;Indre Fosen;Ytter Skurvhatten;622,65
Trøndelag;Leka;Romsskåla;589,41
Trøndelag;Levanger;Hårskallen;735,2
Trøndelag;Lierne;Hestkjøltoppen,Mealhkoe;1390,06
Trøndelag;Malvik;Baklipynten;624,2
Trøndelag;Melhus;Rensfjellet;929,3
Trøndelag;Meråker;Fongen,Lopmesvaerie;1441,2
Trøndelag;Midtre Gauldal;Forollhogna;1332,02
Trøndelag;Namskogan;Gisen,Jijse;1166,96
Trøndelag;Namsos;Grønkleppen;765,04
Trøndelag;Nærøysund;Fuglstadfjellet,Kjerringtjahke;873,24
Trøndelag;Oppdal;Storskrymten;1985,26
Trøndelag;Orkland;Resfjellet;1162
Trøndelag;Osen;Storheia,Jorpetjahke;600,5
Trøndelag;Overhalla;Reinsjøfjellet;726,38
Trøndelag;Rennebu;Svarthøtta,Salåthøa;1547,85
Trøndelag;Rindal;Trollhøtta;1614,23
Trøndelag;Røros;Storviglen;1561,44
Trøndelag;Røyrvik;Jetnamsklumpen,Jitnemensnuhkie;1512,85
Trøndelag;Selbu;Fongen,Lopmesvaerie;1441,2
Trøndelag;Skaun;Ølshøgda;537,22
Trøndelag;Snåsa;Huvhpie,Skjækerhatten;1138,47
Trøndelag;Steinkjer;Brannheiklumpen;818,28
Trøndelag;Stjørdal;Storskarven,Skarvan Tjohkeleh;1171,25
Trøndelag;Trondheim;Kråkfjellet;816,66
Trøndelag;Tydal;Storsylen;1763,63
Trøndelag;Verdal;Raassje,Løysmundhatten;1090
Trøndelag;Ørland;Seksortklumpen;492,5
Trøndelag;Åfjord;Finnvollheia,Raassje;675,24
Vestfold og Telemark;Bamble;Hørsfjell;288,17
Vestfold og Telemark;Drangedal;Fagerliheii;910,1
Vestfold og Telemark;Fyresdal;Napuren;1284,21
Vestfold og Telemark;Færder;Vetan;99,72
Vestfold og Telemark;Hjartdal;Gaustaråen;1614,7
Vestfold og Telemark;Holmestrand;Vestfjellet;634
Vestfold og Telemark;Horten;Kjærranåsen;157,67
Vestfold og Telemark;Kragerø;Store Valefjell;329,43
Vestfold og Telemark;Kviteseid;Sveinsheii;1141,73
Vestfold og Telemark;Larvik;Pikstein sø;622,1
Vestfold og Telemark;Midt-Telemark;Jøronnatten;1274,75
Vestfold og Telemark;Nissedal;Førheinutane;1040,5
Vestfold og Telemark;Nome;Knarren;748,5
Vestfold og Telemark;Notodden;Bledalsrinden;1306
Vestfold og Telemark;Porsgrunn;Fjerdingen;359,88
Vestfold og Telemark;Sandefjord;Brånafjell;398,86
Vestfold og Telemark;Seljord;Brattefjell;1540,13
Vestfold og Telemark;Siljan;Nordre Bølene;649,4
Vestfold og Telemark;Skien;Skåråfjell;813,5
Vestfold og Telemark;Tinn;Gaustatoppen;1882,89
Vestfold og Telemark;Tokke;Kvannfjølli;1537,54
Vestfold og Telemark;Tønsberg;Snippane;399,62
Vestfold og Telemark;Vinje;Nupsegga;1674,01
Vestland;Alver;Sørdalsnuten;956,96
Vestland;Askvoll;Blægja;1305,15
Vestland;Askøy;Kolbeinsvarden;231,07
Vestland;Aurland;Blåskavlen;1809,18
Vestland;Austevoll;Loddo;243,45
Vestland;Austrheim;Litlåsfjellet;109,25
Vestland;Bergen;Gullfjelltoppen;987,44
Vestland;Bjørnafjorden;Tveitakvitingen;1299,15
Vestland;Bremanger;Gjegnet, Blånibba;1670,11
Vestland;Bømlo;Siggjo;473,72
Vestland;Eidfjord;Ramnabergnuten;1729,28
Vestland;Etne;Folgefonna sydvest;1634
Vestland;Fedje;Fedjebjørnen;41,88
Vestland;Fitjar;Mehammarsåta;680
Vestland;Fjaler;Skredfjellet;812,19
Vestland;Gloppen;Snønipa;1826,78
Vestland;Gulen;Svadfjellet;877,78
Vestland;Hyllestad;Risnesnipa;776,55
Vestland;Høyanger;Langedalsfjellet;1455,98
Vestland;Kinn;Keipen;1362,8
Vestland;Kvam;Fuglafjellet;1334
Vestland;Kvinnherad;Folgefonna;1648
Vestland;Luster;Storen;2405,05
Vestland;Lærdal;Høgeloft;1921,21
Vestland;Masfjorden;Årsdalsryggen;1068
Vestland;Modalen;Runderabben;1292,06
Vestland;Osterøy;Høgafjellet;868,22
Vestland;Samnanger;Tveitakvitingen;1299,15
Vestland;Sogndal;Jostedalsbreen, Grensevarden;1740
Vestland;Solund;Krakhellenipa;568,56
Vestland;Stad;Glitregga;1297,38
Vestland;Stord;Mehammarsåta;749,01
Vestland;Stryn;Lodalskåpa;2082,88
Vestland;Sunnfjord;Snønipa;1826,78
Vestland;Sveio;Trollevassnibba;432,03
Vestland;Tysnes;Tysnessåta;751,68
Vestland;Ullensvang;Sandfloegga;1721,21
Vestland;Ulvik;Hardangerjøkulen;1861,4
Vestland;Vaksdal;Skjerjavasshovden;1264,05
Vestland;Vik;Nummestolane;1640,1
Vestland;Voss;Olsskavlen;1576,11
Vestland;Øygarden;Liatårnet;341,14
Vestland;Årdal;Storen;2405,05
Viken;Aremark;Høgestang;274,63
Viken;Asker;Bergsåsen;458,67
Viken;Aurskog-Høland;Sommerfjøstoppen;393,16
Viken;Bærum;Vidvangshøgda;552
Viken;Drammen;Trettekollen;607,28
Viken;Eidsvoll;Skreikampen;698,11
Viken;Enebakk;Vardåsen;374,06
Viken;Flesberg;Flesebekkble;1272
Viken;Flå;Gråfjell;1466,06
Viken;Fredrikstad;Østentorøysa;118,94
Viken;Frogn;Varden;229,43
Viken;Gjerdrum;Prekestolen;410,6
Viken;Gol;Nystølvarden;1295,45
Viken;Halden;Geiteryggen;258,69
Viken;Hemsedal;Høgeloft;1921,21
Viken;Hol;Folarskardnuten;1933,28
Viken;Hole;Mørkreiåsen;574
Viken;Hurdal;Fjellsjøkampen;812,24
Viken;Hvaler;Bankerødkollen;72,36
Viken;Indre Østfold;Viktjernhøgda;331
Viken;Jevnaker;Svarttjernhøgda;716,55
Viken;Kongsberg;Jonsknuten;903,93
Viken;Krødsherad;Høgevarde;1459,47
Viken;Lier;Bomlekollene;632
Viken;Lillestrøm;Bjørnholen;347,37
Viken;Lillestrøm;Røyskollen sør2;347,4
Viken;Lillestrøm;Kohinor;347,29
Viken;Lunner;Bislingflaka;693,19
Viken;Lunner;Venehaugane;693,29
Viken;Lørenskog;Svartåsen;361,5
Viken;Marker;Linnekleppen;325,18
Viken;Modum;Lauvkollen;703,5
Viken;Moss;Rambergåsen;140,21
Viken;Nannestad;Marifjell;717,43
Viken;Nes;Ursknappen;504,5
Viken;Nesbyen;Hallingnatten;1314,32
Viken;Nesodden;Toåsen;215,15
Viken;Nittedal;Blekketjernshøgda;613,3
Viken;Nordre Follo;Tømmerås;313,06
Viken;Nore og Uvdal;Borgsjåbrotet;1484,71
Viken;Rakkestad;Linnekleppen;325,18
Viken;Ringerike;Gyranfisen;1126,72
Viken;Rollag;Storegrønut;1289
Viken;Rælingen;Barlindåsen;398,1
Viken;Råde;Piperødåsen;127,2
Viken;Sarpsborg;Gastgiveren;216,35
Viken;Sigdal;Gråfjell;1466,06
Viken;Skiptvet;(navnløs ås);223,5
Viken;Ullensaker;Hasleråsen;313,5
Viken;Vestby;Høyåsen;140,46
Viken;Våler;Taraldrudåsen;225,31
Viken;Øvre Eiker;Myrehogget;706,71
Viken;Ål;Raubergnuten;1818,86
Viken;Ås;Bollerudåsen;178,9
